"","fit","fit_LPI","fit_UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","p.value","sigma","MAPE","MAPE_LOOCV","wMAPE"
"vessel x adj_raw_pink_log + odd_factor x adj_raw_pink_log",3.68998047169386,3.02188127277002,4.35807967061769,0.27699978738036,17,0.417527635931621,0.731004404696235,0.620241512512332,35.6351374882466,47.6351374882466,46.6050199120604,0.000720750831183027,0.417527635931621,0.0865325112976316,0.142281086289793,0.099561410952806
"vessel x adj_raw_pink_log + ISTI20_MJJ + odd_factor x adj_raw_pink_log",3.4287460738352,2.82168678240966,4.03580536526074,0.266520849587901,16,0.367694398935039,0.803655018372643,0.705482527558965,29.7645929198175,45.4788786341032,41.9533511684995,0.000205344755967982,0.367694398935039,0.0710000650387855,0.123610549883357,0.0799065016348741
"vessel x adj_raw_pink_log + Chatham_SST_May + odd_factor x adj_raw_pink_log",3.59234788996106,2.9821337159037,4.20256206401842,0.255145461270255,16,0.378526717479095,0.79191592021152,0.68787388031728,31.216318054308,46.9306037685938,43.40507630299,0.000314610903425124,0.378526717479095,0.0683905741497082,0.118824431238801,0.0875621685705562
"vessel x adj_raw_pink_log + Chatham_SST_MJJ + odd_factor x adj_raw_pink_log",3.75238442002613,3.12827426652049,4.37649457353178,0.25952903482758,16,0.388104475923225,0.781252509349433,0.67187876402415,32.4657137064441,48.1799994207298,44.6544719551261,0.000453188235811396,0.388104475923225,0.0761843597394101,0.131120162162595,0.0965271539407085
"vessel x adj_raw_pink_log + Chatham_SST_AMJ + odd_factor x adj_raw_pink_log",3.52877638454119,2.92383662005652,4.13371614902585,0.256835735257488,16,0.372599443913574,0.798381591737556,0.697572387606333,30.4271834312945,46.1414691455803,42.6159416799765,0.000249572195235514,0.372599443913574,0.0712393249008874,0.124963003637704,0.0913426623005393
"vessel x adj_raw_pink_log + Chatham_SST_AMJJ + odd_factor x adj_raw_pink_log",3.63487857046738,3.0230794917362,4.24667764919855,0.25395244588732,16,0.380754119547802,0.789459815745592,0.684189723618388,31.5096757092969,47.2239614235827,43.6984339579789,0.000342825561256227,0.380754119547802,0.0747834868351744,0.129664914451647,0.0933755354754762
"vessel x adj_raw_pink_log + Icy_Strait_SST_May + odd_factor x adj_raw_pink_log",3.59565822309097,2.9786930306907,4.21262341549123,0.257995255822629,16,0.382696274265786,0.787306486570651,0.680959729855976,31.7640679950694,47.4783537093551,43.9528262437514,0.000369298761089556,0.382696274265786,0.0696465963514898,0.12237069868771,0.0913179519126837
"vessel x adj_raw_pink_log + Icy_Strait_SST_MJJ + odd_factor x adj_raw_pink_log",3.75524656403348,3.135115094717,4.37537803334996,0.257924642022342,16,0.385596815878399,0.784070163980755,0.676105245971133,32.1416004016928,47.8558861159785,44.3303586503748,0.00041233410837514,0.385596815878399,0.0755618348600328,0.131217557761659,0.0998465911107288
"vessel x adj_raw_pink_log + Icy_Strait_SST_AMJ + odd_factor x adj_raw_pink_log",3.57735528777386,2.96846637531566,4.18624420023206,0.25540478213044,16,0.377155056669674,0.793421249304307,0.69013187395646,31.0348048350205,46.7490905493062,43.2235630837025,0.000298311711014097,0.377155056669674,0.0735351422960965,0.13125769244993,0.095703457948879
"vessel x adj_raw_pink_log + Icy_Strait_SST_AMJJ + odd_factor x adj_raw_pink_log",3.654809005043,3.04306964572701,4.26654836435898,0.253376535703277,16,0.38108395983445,0.789094883573027,0.683642325359541,31.5529710388668,47.2672567531525,43.7417292875488,0.00034719529763089,0.38108395983445,0.074587370642032,0.130929670728749,0.0959075055616904
"vessel x adj_raw_pink_log + NSEAK_SST_May + odd_factor x adj_raw_pink_log",3.6142972060152,3.00853223075176,4.22006218127863,0.252134858068291,16,0.376539592776082,0.794094914001476,0.691142371002215,30.9531452357587,46.6674309500444,43.1419034844407,0.000291252976339994,0.376539592776082,0.0677048211256695,0.117091682656743,0.0857133223064752
"vessel x adj_raw_pink_log + NSEAK_SST_MJJ + odd_factor x adj_raw_pink_log",3.75624705270635,3.14149283537737,4.37100127003533,0.255636160699336,16,0.382288011818657,0.787760049681738,0.681640074522606,31.7106992536042,47.4249849678899,43.8994575022862,0.000363583217876408,0.382288011818657,0.0742727047995729,0.127001733406954,0.0920451518211457
"vessel x adj_raw_pink_log+  NSEAK_SST_AMJ + odd_factor x adj_raw_pink_log",3.54530601481564,2.94130317132555,4.14930885830572,0.255205835173012,16,0.372868672886577,0.798090119868959,0.697135179803438,30.463298857111,46.1775845713967,42.652057105793,0.000252235822178575,0.372868672886577,0.071389982771097,0.124843223495535,0.0908055135233209
"vessel x adj_raw_pink_log + NSEAK_SST_AMJJ + odd_factor x adj_raw_pink_log",3.64301985563053,3.03453922155731,4.25150048970375,0.25229800411377,16,0.378873474938465,0.791534505886257,0.687301758829385,31.2621006520772,46.9763863663629,43.4508589007592,0.000318858596750752,0.378873474938465,0.0739670873100323,0.127938020476029,0.0906330516086766
"vessel x adj_raw_pink_log + SEAK_SST_May + odd_factor x adj_raw_pink_log",3.63397937902106,3.03032142942799,4.23763732861412,0.250521344224151,16,0.375722012467837,0.794988106559858,0.692482159839787,30.8444622158553,46.558747930141,43.0332204645373,0.000282112933566489,0.375722012467837,0.0688242372317634,0.119089581071385,0.0857235768888956
"vessel x adj_raw_pink_log + SEAK_SST_MJJ + odd_factor x adj_raw_pink_log",3.77862931345908,3.1693424914474,4.38791613547075,0.254265747535563,16,0.378282607754375,0.792184218148103,0.688276327222154,31.1840629373259,46.8983486516117,43.3728211860079,0.00031165179022339,0.378282607754375,0.0745643281227859,0.126932897411744,0.0873928653353362
"vessel x adj_raw_pink_log + SEAK_SST_AMJ + odd_factor x adj_raw_pink_log",3.57029591297958,2.97089389509704,4.16969793086213,0.2515070768639,16,0.371223409948995,0.799868021691706,0.69980203253756,30.2421883713587,45.9564740856444,42.4309466200407,0.000236356868650549,0.371223409948995,0.0721469581956223,0.126647458304465,0.0912986968438349
"vessel x adj_raw_pink_log + SEAK_SST_AMJJ + odd_factor x adj_raw_pink_log",3.66225871192056,3.05997941908971,4.26453800475142,0.249291720070843,16,0.375301478495803,0.795446776610679,0.693170164916018,30.7884674272706,46.5027531415563,42.9772256759526,0.000277514757211996,0.375301478495803,0.0750130918555421,0.129427463161109,0.0885984536951899
"vessel : adj_raw_pink_log + odd_factor : adj_raw_pink_log",3.17108691028697,2.48457038590262,3.85760343467132,0.223286584964578,20,0.467396313643282,0.603424066182953,0.524108879419543,39.3394506848514,44.006117351518,46.6527056340606,0.000676831835634875,0.467396313643282,0.109496655875673,0.149890567883518,0.169631565304825
"vessel : adj_raw_pink_log + ISTI20_MJJ + odd_factor : adj_raw_pink_log",2.92847583295554,2.29612461182163,3.56082705408946,0.22461307526575,19,0.419973632020766,0.695825051259685,0.615779012117497,34.7078379887664,41.296073282884,43.2399687628438,0.000201090063216156,0.419973632020766,0.0946380791917425,0.13619128099676,0.168791905874824
"vessel : adj_raw_pink_log + Chatham_SST_May + odd_factor: adj_raw_pink_log",3.11105273375701,2.48319929356476,3.73890617394927,0.205252951557403,19,0.426010345686137,0.687017765046868,0.60465401900657,35.4214231497172,42.0096584438349,43.9535539237946,0.00025940042983471,0.426010345686137,0.0985559402053387,0.140786536281463,0.173993354362676
"vessel : adj_raw_pink_log + Chatham_SST_MJJ + odd_factor: adj_raw_pink_log",3.23921052993447,2.58180770882543,3.89661335104352,0.216337425142008,19,0.445371059126799,0.657923389514962,0.567903228861005,37.6436303410112,44.2318656351288,46.1757611150886,0.000570688221336434,0.445371059126799,0.10108407163637,0.144242967533655,0.167364094714082
"vessel : adj_raw_pink_log + Chatham_SST_AMJ + odd_factor: adj_raw_pink_log",3.04492985978093,2.42711318787068,3.66274653169119,0.205819035055051,19,0.41732475688149,0.699649960532737,0.620610476462405,34.3914771774482,40.9797124715659,42.9236079515256,0.000179587754887173,0.41732475688149,0.0965312776724616,0.137836624816996,0.1589027384556
"vessel : adj_raw_pink_log + Chatham_SST_AMJJ + odd_factor: adj_raw_pink_log",3.14963854165502,2.51700769793087,3.78226938537917,0.20558660234539,19,0.4298414634378,0.681363144475983,0.597511340390716,35.869064119849,42.4572994139666,44.4011948939264,0.00030422256574924,0.4298414634378,0.0994846607395119,0.141749939908791,0.159593599124208
"vessel : adj_raw_pink_log + Icy_Strait_SST_May + odd_factor: adj_raw_pink_log",3.11447054832482,2.48295335480232,3.74598774184731,0.20635311084699,19,0.428543265165934,0.683284918878828,0.599938844899572,35.7178266597234,42.306061953841,44.2499574338008,0.000288282266717188,0.428543265165934,0.0977433912529348,0.140047612259979,0.174365234141019
"vessel : adj_raw_pink_log + Icy_Strait_SST_MJJ + odd_factor: adj_raw_pink_log",3.24113581173677,2.58945593487895,3.89281568859459,0.214326336363858,19,0.441555982745181,0.663758788145337,0.575274258709899,37.2134822305955,43.8017175247132,45.7456130046729,0.000490183293724063,0.441555982745181,0.0994515743986601,0.142493842591038,0.16448659268141
"vessel : adj_raw_pink_log + Icy_Strait_SST_AMJ + odd_factor: adj_raw_pink_log",3.09629548038823,2.47591923552002,3.71667172525643,0.203388754177498,19,0.420656898642229,0.69483450500644,0.614527795797608,34.7891182595877,41.3773535537053,43.3212490336651,0.000207014303686413,0.420656898642229,0.0960668277934346,0.137752372579035,0.157501057760189
"vessel : adj_raw_pink_log + Icy_Strait_SST_AMJJ + odd_factor: adj_raw_pink_log",3.16414015396246,2.53045301405287,3.79782729387205,0.205754380445036,19,0.430643053617332,0.680173615998654,0.596008778103562,35.9622198240501,42.5504551181678,44.4943505981275,0.000314471852427298,0.430643053617332,0.09823582915174,0.140896640483626,0.158455029633799
"vessel : adj_raw_pink_log + NSEAK_SST_May + odd_factor: adj_raw_pink_log",3.13844585722886,2.51562396613241,3.76126774832531,0.202602064436475,19,0.42307957095128,0.691309328297417,0.610074941007264,35.0762551861606,41.6644904802782,43.608385960238,0.000229359889758774,0.42307957095128,0.0982309973392854,0.140256021241268,0.170823257656784
"vessel : adj_raw_pink_log + NSEAK_SST_MJJ + odd_factor: adj_raw_pink_log",3.24419377047107,2.59393352967634,3.8944540112658,0.214025575823223,19,0.440513407920909,0.665344737740308,0.577277563461442,37.0952857121798,43.6835210062975,45.6274164862572,0.000470100383719359,0.440513407920909,0.101750717070234,0.14474981417472,0.166551909597359
"vessel : adj_raw_pink_log+  NSEAK_SST_AMJ + odd_factor: adj_raw_pink_log",3.07079469814316,2.45537943751105,3.68620995877527,0.203096182739241,19,0.416645450782529,0.700626962516301,0.621844584231117,34.3100226790796,40.8982579731972,42.842153453157,0.000174430548144846,0.416645450782529,0.0975021167499681,0.138920385719783,0.158088361449388
"vessel : adj_raw_pink_log + NSEAK_SST_AMJJ + odd_factor: adj_raw_pink_log",3.16174322308977,2.53147504828989,3.79201139788964,0.204659491929036,19,0.428312306407038,0.683626207223827,0.60036994596694,35.6908724363804,42.279107730498,44.2230032104578,0.00028552937378476,0.428312306407038,0.100377624443115,0.142806362067384,0.15962110411889
"vessel : adj_raw_pink_log + SEAK_SST_May + odd_factor: adj_raw_pink_log",3.13223149421969,2.49504971945167,3.76941326898771,0.207552080129316,19,0.432700547420613,0.677110230828721,0.592139238941543,36.2005371864532,42.7887724805709,44.7326679605306,0.000342273002158282,0.432700547420613,0.100669294561855,0.143543386342777,0.174159327764719
"vessel : adj_raw_pink_log + SEAK_SST_MJJ + odd_factor: adj_raw_pink_log",3.24873144809871,2.59437213894655,3.90309075725086,0.215956515286943,19,0.443007155497077,0.661545044396505,0.572477950816638,37.3775376824974,43.965772976615,45.9096684565748,0.00051946975284409,0.443007155497077,0.101664982759869,0.144630478500667,0.167430378575161
"vessel : adj_raw_pink_log + SEAK_SST_AMJ + odd_factor: adj_raw_pink_log",3.07994154126267,2.45405193376803,3.70583114875732,0.206306611288487,19,0.423856695292138,0.690174263545869,0.608641175005308,35.1680123336496,41.7562476277673,43.700143107727,0.00023699198886736,0.423856695292138,0.0989610056332777,0.140825144347409,0.161440583896803
"vessel : adj_raw_pink_log + SEAK_SST_AMJJ + odd_factor: adj_raw_pink_log",3.16534273233827,2.52949647431602,3.80118899036051,0.206449209370659,19,0.43211332725013,0.677986026932256,0.593245507703902,36.1326358405186,42.7208711346362,44.664766614596,0.000334113224498719,0.43211332725013,0.100498944532566,0.142680815743237,0.161169069645081
